bike_number,accumulated_hours_past,total_trips_past,bike_model
2,78.02163666666667,243.0,CLASSIC
4,77.02078555555555,253.0,CLASSIC
10168,19.02292694444445,69.0,CLASSIC
10169,31.534739444444448,99.0,CLASSIC
10274,44.411010000000005,177.0,CLASSIC
10300,22.42693361111111,79.0,CLASSIC
10310,30.077290833333333,134.0,CLASSIC
10342,30.346250555555557,103.0,CLASSIC
10366,14.01171972222222,41.0,CLASSIC
10390,35.513573333333326,155.0,CLASSIC
10744,80.1099013888889,169.0,CLASSIC
10819,34.264116111111115,139.0,CLASSIC
10941,23.40157777777777,104.0,CLASSIC
10957,18.63660944444445,72.0,CLASSIC
11204,24.069749722222223,92.0,CLASSIC
11210,15.8356175,59.0,CLASSIC
11226,55.87119472222222,228.0,CLASSIC
11228,63.261431388888894,220.0,CLASSIC
11235,53.88850111111111,214.0,CLASSIC
11238,16.817507222222222,72.0,CLASSIC
11248,36.246561666666665,150.0,CLASSIC
11266,15.289454444444448,67.0,CLASSIC
11270,45.415545,136.0,CLASSIC
11285,48.6342075,203.0,CLASSIC
11287,37.686265000000006,123.0,CLASSIC
11288,45.53644416666667,164.0,CLASSIC
11296,26.413269166666662,106.0,CLASSIC
11302,9.1583225,30.0,CLASSIC
11305,22.31213194444444,67.0,CLASSIC
11355,12.416465555555554,47.0,CLASSIC
11364,6.237136944444444,25.0,CLASSIC
11381,38.45246972222221,149.0,CLASSIC
11387,38.81629888888889,156.0,CLASSIC
11391,16.930549166666665,67.0,CLASSIC
11405,33.35272388888888,133.0,CLASSIC
11406,55.82700527777777,211.0,CLASSIC
11407,56.58025472222222,215.0,CLASSIC
11425,16.350723055555555,83.0,CLASSIC
11440,44.59691444444445,154.0,CLASSIC
11445,32.806398888888886,146.0,CLASSIC
11447,12.106168055555557,46.0,CLASSIC
11464,26.032584166666663,120.0,CLASSIC
11475,14.64832083333333,59.0,CLASSIC
11479,23.967017222222218,86.0,CLASSIC
11480,31.141503055555557,111.0,CLASSIC
11496,106.48958055555556,128.0,CLASSIC
11499,49.106164444444445,200.0,CLASSIC
11512,38.55225083333333,141.0,CLASSIC
11515,65.68610111111111,232.0,CLASSIC
11517,51.07044416666667,186.0,CLASSIC
11531,30.316040833333336,120.0,CLASSIC
11552,36.63003888888889,123.0,CLASSIC
11569,13.015073055555556,50.0,CLASSIC
11577,29.36359416666667,104.0,CLASSIC
11579,35.35780472222222,113.0,CLASSIC
11616,63.47668333333333,161.0,CLASSIC
11637,37.05468666666667,141.0,CLASSIC
11656,48.07291833333333,183.0,CLASSIC
11667,61.98308361111111,209.0,CLASSIC
11673,51.90425972222222,208.0,CLASSIC
11676,0.8370413888888889,4.0,CLASSIC
11678,27.25475555555556,109.0,CLASSIC
11698,42.88636583333334,157.0,CLASSIC
11702,75.65373694444445,121.0,CLASSIC
11710,33.8307325,134.0,CLASSIC
11717,37.47582,126.0,CLASSIC
11720,69.23135583333334,214.0,CLASSIC
11729,36.08605194444444,123.0,CLASSIC
11744,79.50662222222223,175.0,CLASSIC
11748,23.51909,100.0,CLASSIC
11758,69.46695777777778,110.0,CLASSIC
11763,48.513175277777776,192.0,CLASSIC
11764,35.09755861111111,140.0,CLASSIC
11778,40.42813,114.0,CLASSIC
11784,35.401515,93.0,CLASSIC
11805,56.36552833333334,197.0,CLASSIC
11806,20.97594,67.0,CLASSIC
11807,67.0592738888889,185.0,CLASSIC
11814,38.06101472222223,108.0,CLASSIC
11825,33.953978611111104,107.0,CLASSIC
11830,56.05522416666667,194.0,CLASSIC
11833,93.0160325,254.0,CLASSIC
11842,66.2215888888889,236.0,CLASSIC
11868,66.54142083333333,248.0,CLASSIC
11873,27.398314722222217,115.0,CLASSIC
11886,80.15653805555556,279.0,CLASSIC
11901,31.328084444444443,117.0,CLASSIC
11906,35.21769388888889,159.0,CLASSIC
11907,16.617793888888887,74.0,CLASSIC
11911,62.91051027777778,224.0,CLASSIC
11921,44.98535361111111,171.0,CLASSIC
11945,65.30193277777778,220.0,CLASSIC
11950,27.760320277777776,115.0,CLASSIC
11951,20.26913,86.0,CLASSIC
11954,34.370893055555555,129.0,CLASSIC
11960,14.723556944444445,43.0,CLASSIC
11974,67.49117138888889,242.0,CLASSIC
12050,75.88543861111111,280.0,CLASSIC
12062,50.35328944444444,143.0,CLASSIC
12070,56.85236416666668,183.0,CLASSIC
12086,43.50665805555556,174.0,CLASSIC
12087,45.32222722222221,171.0,CLASSIC
12092,31.841243888888886,153.0,CLASSIC
12104,84.85237027777778,279.0,CLASSIC
12105,69.93492388888889,211.0,CLASSIC
12110,2.073612777777778,8.0,CLASSIC
12138,14.755529999999997,48.0,CLASSIC
12143,12.667333055555554,65.0,CLASSIC
12150,23.162084166666663,99.0,CLASSIC
12156,43.34476916666667,124.0,CLASSIC
12176,39.32104277777778,150.0,CLASSIC
12178,42.11726611111112,107.0,CLASSIC
12179,40.08370638888889,86.0,CLASSIC
12180,22.831686111111114,74.0,CLASSIC
12188,10.997797222222223,63.0,CLASSIC
12195,45.470860277777774,207.0,CLASSIC
12237,36.32617888888889,102.0,CLASSIC
12251,63.57272361111112,254.0,CLASSIC
12288,62.02108499999999,173.0,CLASSIC
12291,56.95096638888889,195.0,CLASSIC
12304,30.187646666666662,116.0,CLASSIC
12309,68.45678638888889,254.0,CLASSIC
12310,38.04380444444445,143.0,CLASSIC
12314,13.894585277777775,60.0,CLASSIC
12320,34.92554722222222,132.0,CLASSIC
12324,40.10670111111111,142.0,CLASSIC
12330,35.0397575,101.0,CLASSIC
12346,62.37747666666667,191.0,CLASSIC
12354,60.27952777777777,183.0,CLASSIC
12371,51.77504972222223,202.0,CLASSIC
12375,47.13716472222223,182.0,CLASSIC
12378,41.49484833333333,154.0,CLASSIC
12388,63.08782388888888,194.0,CLASSIC
12391,52.865855277777776,188.0,CLASSIC
12412,14.103029444444443,54.0,CLASSIC
12421,45.9461425,192.0,CLASSIC
12422,50.49340194444444,196.0,CLASSIC
12442,47.45648111111112,192.0,CLASSIC
12458,55.39342444444445,192.0,CLASSIC
12466,40.78470444444444,166.0,CLASSIC
12467,75.82565222222223,278.0,CLASSIC
12484,45.988911388888894,160.0,CLASSIC
12487,13.438231944444446,62.0,CLASSIC
12508,44.13049027777778,181.0,CLASSIC
12523,43.73956861111111,142.0,CLASSIC
12537,3.390608055555556,7.0,CLASSIC
12545,32.41623555555556,118.0,CLASSIC
12556,31.25552833333333,114.0,CLASSIC
12568,64.50760388888888,250.0,CLASSIC
12572,61.36806083333334,247.0,CLASSIC
12575,34.82695722222222,135.0,CLASSIC
12622,46.32364027777778,156.0,CLASSIC
12631,41.54570277777778,123.0,CLASSIC
12632,49.8210625,185.0,CLASSIC
12637,35.01045277777778,122.0,CLASSIC
12647,62.938402222222216,189.0,CLASSIC
12662,51.24376083333332,184.0,CLASSIC
12667,51.70761555555555,184.0,CLASSIC
12670,43.97527361111111,178.0,CLASSIC
12684,22.16523805555556,70.0,CLASSIC
12690,50.40571638888888,204.0,CLASSIC
12740,22.759072499999995,86.0,CLASSIC
12761,50.78969583333333,190.0,CLASSIC
12783,18.17713,85.0,CLASSIC
12811,43.19912944444444,157.0,CLASSIC
12812,57.2768961111111,182.0,CLASSIC
12820,28.01462527777777,108.0,CLASSIC
12823,52.43564527777777,109.0,CLASSIC
12825,34.193375277777776,145.0,CLASSIC
12835,0.3991675,1.0,CLASSIC
12837,24.826413055555555,111.0,CLASSIC
12863,53.905316388888885,209.0,CLASSIC
12866,13.661993611111113,59.0,CLASSIC
12899,46.8846486111111,120.0,CLASSIC
12917,28.28652388888889,117.0,CLASSIC
12919,50.07853694444445,190.0,CLASSIC
12923,43.63297777777777,122.0,CLASSIC
12939,51.09533777777777,218.0,CLASSIC
12941,4.811345277777777,28.0,CLASSIC
12953,71.08835583333332,241.0,CLASSIC
12959,7.876812777777778,36.0,CLASSIC
12970,12.899086388888886,57.0,CLASSIC
12984,39.98533305555555,122.0,CLASSIC
12990,52.27199166666666,224.0,CLASSIC
12991,73.68541027777778,307.0,CLASSIC
12998,37.63347888888889,107.0,CLASSIC
13000,50.19171805555556,166.0,CLASSIC
13010,47.14591638888889,199.0,CLASSIC
13014,33.29766305555555,117.0,CLASSIC
13049,4.512578333333333,18.0,CLASSIC
13051,65.16982277777778,220.0,CLASSIC
13057,40.99159166666667,135.0,CLASSIC
13065,55.47693861111111,184.0,CLASSIC
13067,30.375657222222216,71.0,CLASSIC
13078,52.95043194444444,174.0,CLASSIC
13085,34.31493055555556,172.0,CLASSIC
13096,53.449285277777776,178.0,CLASSIC
13116,47.44267555555555,191.0,CLASSIC
13121,56.49024277777778,209.0,CLASSIC
13129,79.55474583333333,114.0,CLASSIC
13141,73.22321777777778,280.0,CLASSIC
13155,54.05961277777777,236.0,CLASSIC
13167,3.463760277777778,15.0,CLASSIC
13181,56.989922500000006,206.0,CLASSIC
13206,1.8726397222222224,7.0,CLASSIC
13220,10.310275,48.0,CLASSIC
13228,15.497812499999998,63.0,CLASSIC
13231,22.37978305555556,102.0,CLASSIC
13237,56.778710833333335,182.0,CLASSIC
13257,56.08567861111111,221.0,CLASSIC
13267,43.74215916666667,190.0,CLASSIC
13278,27.81853638888889,93.0,CLASSIC
13281,28.4681275,88.0,CLASSIC
13300,27.010823888888886,70.0,CLASSIC
13315,6.52297,12.0,CLASSIC
13321,53.711415,178.0,CLASSIC
13336,110.2033525,238.0,CLASSIC
13363,54.28247222222223,185.0,CLASSIC
13370,26.18384305555556,96.0,CLASSIC
13396,25.024275277777782,81.0,CLASSIC
13399,48.14058527777778,126.0,CLASSIC
13418,35.02950277777778,127.0,CLASSIC
13425,23.466679166666665,102.0,CLASSIC
13428,44.40984805555555,146.0,CLASSIC
13436,33.832095277777775,156.0,CLASSIC
13442,44.39701555555556,126.0,CLASSIC
13444,35.91844444444445,149.0,CLASSIC
13452,29.818248611111112,87.0,CLASSIC
13460,53.025239444444445,220.0,CLASSIC
13461,16.745931111111112,64.0,CLASSIC
13463,5.814220833333334,27.0,CLASSIC
13508,50.980537777777776,148.0,CLASSIC
13516,24.144758888888884,101.0,CLASSIC
13522,63.55492277777778,243.0,CLASSIC
13545,7.333139166666667,24.0,CLASSIC
13559,37.832657777777776,157.0,CLASSIC
13574,51.33084972222223,225.0,CLASSIC
13577,13.523196388888886,46.0,CLASSIC
13586,43.897599166666666,180.0,CLASSIC
13589,43.12481861111112,171.0,CLASSIC
13590,34.97295750000001,139.0,CLASSIC
13606,62.52240166666669,147.0,CLASSIC
13609,6.851932222222223,36.0,CLASSIC
13610,45.03659277777777,172.0,CLASSIC
13611,53.970795555555554,184.0,CLASSIC
13616,57.63267222222222,206.0,CLASSIC
13619,62.09276027777778,204.0,CLASSIC
13623,66.33897,214.0,CLASSIC
13651,48.59082083333333,191.0,CLASSIC
13652,41.51029111111112,117.0,CLASSIC
13668,51.92618611111111,163.0,CLASSIC
13680,56.32294527777778,218.0,CLASSIC
13682,69.80064694444445,229.0,CLASSIC
13698,44.00641916666667,146.0,CLASSIC
13711,27.544799166666657,101.0,CLASSIC
13723,45.70480527777778,108.0,CLASSIC
13730,31.99016972222222,141.0,CLASSIC
13737,55.94741027777778,197.0,CLASSIC
13746,73.15758666666667,151.0,CLASSIC
13768,11.65477083333333,68.0,CLASSIC
13773,22.12573638888889,91.0,CLASSIC
13782,53.675522777777786,183.0,CLASSIC
13786,29.164393055555557,64.0,CLASSIC
13800,7.684834444444444,23.0,CLASSIC
13802,28.3121975,89.0,CLASSIC
13819,78.52897361111113,134.0,CLASSIC
13821,35.686015833333336,140.0,CLASSIC
13825,90.52328194444443,254.0,CLASSIC
13828,41.713905277777776,150.0,CLASSIC
13832,37.559490833333335,133.0,CLASSIC
13848,42.56452916666667,152.0,CLASSIC
13850,15.153176388888888,58.0,CLASSIC
13870,59.37451194444445,174.0,CLASSIC
13877,58.51136833333333,227.0,CLASSIC
13878,31.6722075,123.0,CLASSIC
13883,35.14278472222222,92.0,CLASSIC
13911,38.49541111111111,139.0,CLASSIC
13921,61.28928388888889,220.0,CLASSIC
13937,18.856661666666668,73.0,CLASSIC
13955,31.196627222222222,134.0,CLASSIC
13956,30.48872861111111,100.0,CLASSIC
13973,33.6296686111111,95.0,CLASSIC
14033,33.05610833333333,119.0,CLASSIC
14039,50.59977444444444,195.0,CLASSIC
14045,41.79500805555556,157.0,CLASSIC
14046,24.801653611111117,97.0,CLASSIC
14076,34.33992722222222,137.0,CLASSIC
14077,33.17445583333333,124.0,CLASSIC
14082,26.131844166666667,107.0,CLASSIC
14087,40.47472027777778,157.0,CLASSIC
14101,49.01797055555556,55.0,CLASSIC
14103,27.724279722222224,83.0,CLASSIC
14107,51.86132694444444,145.0,CLASSIC
14112,61.54850611111112,213.0,CLASSIC
14126,40.25931333333333,132.0,CLASSIC
14127,43.34571916666666,137.0,CLASSIC
14129,7.238054444444444,25.0,CLASSIC
14142,21.929989722222224,86.0,CLASSIC
14143,50.22274416666667,204.0,CLASSIC
14148,42.17748138888888,182.0,CLASSIC
14151,57.19369944444445,229.0,CLASSIC
14157,9.739901388888889,38.0,CLASSIC
14166,51.41571527777778,164.0,CLASSIC
14173,23.982516111111117,94.0,CLASSIC
14181,60.01239666666666,246.0,CLASSIC
14192,72.65914972222222,261.0,CLASSIC
14201,72.60904555555555,262.0,CLASSIC
14209,22.36957555555556,89.0,CLASSIC
14221,31.408317222222223,143.0,CLASSIC
14235,46.68163305555555,88.0,CLASSIC
14252,57.71993888888889,174.0,CLASSIC
14268,18.2224725,89.0,CLASSIC
14273,38.98161944444445,145.0,CLASSIC
14284,27.815798055555558,108.0,CLASSIC
14294,84.85419944444445,163.0,CLASSIC
14312,25.68618333333333,88.0,CLASSIC
14314,66.05607388888889,209.0,CLASSIC
14316,42.19678888888889,171.0,CLASSIC
14317,19.69037388888889,80.0,CLASSIC
14326,33.19008444444445,125.0,CLASSIC
14328,82.51695000000001,262.0,CLASSIC
14340,26.478867222222224,101.0,CLASSIC
14348,27.57503583333333,94.0,CLASSIC
14362,27.17561,96.0,CLASSIC
14363,38.20114166666667,141.0,CLASSIC
14365,53.09634972222223,210.0,CLASSIC
14372,41.97270416666666,180.0,CLASSIC
14385,66.11414333333333,222.0,CLASSIC
14392,39.46898916666667,160.0,CLASSIC
14403,34.14569833333334,153.0,CLASSIC
14406,26.439713055555558,59.0,CLASSIC
14415,20.3423125,99.0,CLASSIC
14417,12.211043888888888,43.0,CLASSIC
14422,61.1111625,251.0,CLASSIC
14459,62.336836111111104,183.0,CLASSIC
14462,60.3851986111111,147.0,CLASSIC
14475,65.57364444444444,243.0,CLASSIC
14478,43.87593611111112,99.0,CLASSIC
14482,41.1181975,157.0,CLASSIC
14523,43.16339333333334,178.0,CLASSIC
14544,57.84114638888889,225.0,CLASSIC
14545,62.367739444444446,235.0,CLASSIC
14563,66.30176722222222,258.0,CLASSIC
14569,42.29860916666667,139.0,CLASSIC
14585,41.29203111111112,154.0,CLASSIC
14614,38.86063166666667,165.0,CLASSIC
14616,16.908757222222224,89.0,CLASSIC
14626,32.747460277777776,119.0,CLASSIC
14642,43.080447500000005,166.0,CLASSIC
14658,52.69507583333333,157.0,CLASSIC
14664,19.757698611111117,67.0,CLASSIC
14674,10.034166666666668,35.0,CLASSIC
14678,6.269957777777778,14.0,CLASSIC
14680,53.35746944444445,175.0,CLASSIC
14699,66.29901166666667,167.0,CLASSIC
14716,43.664335,178.0,CLASSIC
14720,37.75716444444445,149.0,CLASSIC
14742,48.83759222222221,182.0,CLASSIC
14757,52.77829527777778,178.0,CLASSIC
14765,71.01865194444444,240.0,CLASSIC
14773,49.47924222222222,191.0,CLASSIC
14785,16.553833333333333,58.0,CLASSIC
14788,36.02408972222222,139.0,CLASSIC
14806,39.03878361111111,159.0,CLASSIC
14807,65.634985,209.0,CLASSIC
14811,31.230929444444445,113.0,CLASSIC
14822,37.61456388888889,112.0,CLASSIC
14825,71.70832833333334,279.0,CLASSIC
14851,63.89210805555556,256.0,CLASSIC
14852,36.89531333333334,146.0,CLASSIC
14856,56.22819388888888,203.0,CLASSIC
14863,28.18505638888889,107.0,CLASSIC
14880,66.7999763888889,242.0,CLASSIC
14891,15.131131944444444,50.0,CLASSIC
14909,31.90925583333333,134.0,CLASSIC
14923,18.866985,66.0,CLASSIC
14956,27.743058055555554,120.0,CLASSIC
14972,55.021755000000006,158.0,CLASSIC
14979,71.928505,232.0,CLASSIC
14987,30.10100444444444,131.0,CLASSIC
15006,42.72244916666667,153.0,CLASSIC
15008,65.11563638888889,234.0,CLASSIC
15013,70.59945944444445,256.0,CLASSIC
15018,61.248870277777776,211.0,CLASSIC
15028,68.87321694444445,158.0,CLASSIC
15031,35.693306666666665,109.0,CLASSIC
15041,25.79184861111111,104.0,CLASSIC
15047,77.83005527777777,256.0,CLASSIC
15048,50.48108638888888,168.0,CLASSIC
15063,19.8834125,81.0,CLASSIC
15066,43.75899027777778,153.0,CLASSIC
15068,3.5754408333333334,9.0,CLASSIC
15073,41.837205833333336,115.0,CLASSIC
15077,10.109303611111113,54.0,CLASSIC
15083,50.04056361111111,216.0,CLASSIC
15090,32.21780861111111,127.0,CLASSIC
15091,61.89783472222222,208.0,CLASSIC
15115,27.5567,99.0,CLASSIC
15126,7.517248055555555,32.0,CLASSIC
15150,40.067732500000005,138.0,CLASSIC
15156,22.528614444444443,103.0,CLASSIC
15165,15.174634444444449,59.0,CLASSIC
15172,40.009256666666666,134.0,CLASSIC
15179,76.0662936111111,292.0,CLASSIC
15197,25.76619583333333,103.0,CLASSIC
15199,39.16732555555555,193.0,CLASSIC
15200,46.65130083333333,180.0,CLASSIC
15207,36.55921888888889,134.0,CLASSIC
15232,4.866984444444444,20.0,CLASSIC
15233,38.59386361111111,133.0,CLASSIC
15243,33.79233055555555,104.0,CLASSIC
15245,19.716062222222224,62.0,CLASSIC
15247,41.981838888888895,178.0,CLASSIC
15252,9.61237888888889,59.0,CLASSIC
15258,46.15756444444445,179.0,CLASSIC
15264,20.720261666666666,81.0,CLASSIC
15265,26.0434075,99.0,CLASSIC
15276,34.10611444444445,136.0,CLASSIC
15292,27.360299444444447,69.0,CLASSIC
15294,41.39289944444444,143.0,CLASSIC
15323,48.64294055555556,158.0,CLASSIC
15339,76.82423750000001,238.0,CLASSIC
15356,17.999121388888888,85.0,CLASSIC
15361,14.75519638888889,63.0,CLASSIC
15366,39.17898055555556,163.0,CLASSIC
15367,26.06116861111111,116.0,CLASSIC
15373,53.32635750000001,150.0,CLASSIC
15378,32.1802475,113.0,CLASSIC
15379,61.88302583333333,219.0,CLASSIC
15390,33.13585583333333,137.0,CLASSIC
15391,37.59954861111111,146.0,CLASSIC
15396,29.695780000000006,123.0,CLASSIC
15404,61.52714472222222,181.0,CLASSIC
15427,28.78066861111111,122.0,CLASSIC
15430,35.48862305555556,107.0,CLASSIC
15455,19.40274694444445,78.0,CLASSIC
15462,42.28735416666667,135.0,CLASSIC
15469,31.472464166666665,112.0,CLASSIC
15481,41.16135111111111,146.0,CLASSIC
15495,37.38880777777778,126.0,CLASSIC
15514,52.03115749999999,183.0,CLASSIC
15519,16.69920833333333,59.0,CLASSIC
15532,34.48465916666667,128.0,CLASSIC
15533,20.366431944444447,72.0,CLASSIC
15545,23.407214166666662,87.0,CLASSIC
15573,48.82469972222222,197.0,CLASSIC
15577,24.44706111111111,93.0,CLASSIC
15598,22.422775277777777,91.0,CLASSIC
15605,79.03274444444446,178.0,CLASSIC
15608,65.64098,250.0,CLASSIC
15613,56.02263444444445,183.0,CLASSIC
15624,13.245337222222222,40.0,CLASSIC
15642,37.65956972222222,128.0,CLASSIC
15643,26.25940861111111,94.0,CLASSIC
15649,44.34384027777778,181.0,CLASSIC
15676,51.132867222222224,149.0,CLASSIC
15678,63.30776611111112,219.0,CLASSIC
15685,34.799775277777776,145.0,CLASSIC
15729,25.640947222222223,105.0,CLASSIC
15735,15.50002027777778,65.0,CLASSIC
15752,22.206223888888893,89.0,CLASSIC
15773,22.194134166666668,53.0,CLASSIC
15776,47.21789944444445,209.0,CLASSIC
15781,77.33365388888889,159.0,CLASSIC
15782,51.59092555555556,176.0,CLASSIC
15785,14.20597611111111,50.0,CLASSIC
15791,59.61000611111111,215.0,CLASSIC
15797,83.94443527777777,254.0,CLASSIC
15811,31.18801083333333,88.0,CLASSIC
15818,53.51167000000001,221.0,CLASSIC
15824,48.996717222222216,175.0,CLASSIC
15834,52.29376833333333,215.0,CLASSIC
15840,77.50786138888888,190.0,CLASSIC
15845,58.27561805555555,150.0,CLASSIC
15851,39.468187500000006,131.0,CLASSIC
15852,22.221105833333333,91.0,CLASSIC
15857,37.362048888888886,134.0,CLASSIC
15867,59.87853805555555,162.0,CLASSIC
15871,35.63491638888889,148.0,CLASSIC
15875,31.45218361111111,112.0,CLASSIC
15890,59.76387305555555,249.0,CLASSIC
15910,33.06079777777778,147.0,CLASSIC
15915,52.96876972222223,201.0,CLASSIC
15928,15.259921111111112,59.0,CLASSIC
15935,26.352115,106.0,CLASSIC
15948,34.003907500000004,139.0,CLASSIC
15953,37.26024055555556,125.0,CLASSIC
15956,14.044725555555557,62.0,CLASSIC
15959,40.44065888888889,185.0,CLASSIC
15969,34.579344722222224,151.0,CLASSIC
15970,42.94820333333333,153.0,CLASSIC
15977,23.913619444444443,80.0,CLASSIC
16013,64.51652638888889,204.0,CLASSIC
16022,42.69287083333334,157.0,CLASSIC
16034,65.69378611111111,189.0,CLASSIC
16035,42.61334305555555,158.0,CLASSIC
16044,29.08284833333333,94.0,CLASSIC
16050,31.74292527777778,137.0,CLASSIC
16071,0.99002,6.0,CLASSIC
16073,35.448679166666665,140.0,CLASSIC
16079,52.42040555555556,187.0,CLASSIC
16104,51.938876666666665,182.0,CLASSIC
16118,57.093333888888885,191.0,CLASSIC
16120,33.93764638888889,110.0,CLASSIC
16125,34.23276222222223,127.0,CLASSIC
16128,61.21171666666668,209.0,CLASSIC
16143,43.59395111111111,136.0,CLASSIC
16148,31.896906388888883,87.0,CLASSIC
16151,42.16436055555556,136.0,CLASSIC
16156,66.37080666666665,235.0,CLASSIC
16174,40.19603416666667,142.0,CLASSIC
16178,49.70610666666666,151.0,CLASSIC
16179,42.30214833333333,192.0,CLASSIC
16182,11.760555833333337,47.0,CLASSIC
16184,32.48905500000001,114.0,CLASSIC
16206,48.68852472222221,105.0,CLASSIC
16209,31.57758388888889,108.0,CLASSIC
16227,36.92501444444444,113.0,CLASSIC
16234,31.291608333333333,128.0,CLASSIC
16261,28.08069722222222,135.0,CLASSIC
16267,44.19218277777778,151.0,CLASSIC
16272,71.58886083333334,267.0,CLASSIC
16278,44.281601944444446,118.0,CLASSIC
16303,42.1073125,147.0,CLASSIC
16326,30.1649375,136.0,CLASSIC
16327,40.89139666666666,151.0,CLASSIC
16340,52.60629194444445,201.0,CLASSIC
16345,10.616629166666666,65.0,CLASSIC
16353,22.19444833333333,75.0,CLASSIC
16358,37.62910111111111,143.0,CLASSIC
16380,52.12182861111111,194.0,CLASSIC
16386,34.01835722222222,130.0,CLASSIC
16391,40.86822055555555,100.0,CLASSIC
16394,41.12223722222222,103.0,CLASSIC
16395,44.87304888888889,170.0,CLASSIC
16399,43.39990472222223,120.0,CLASSIC
16403,46.8519075,154.0,CLASSIC
16407,59.04828638888889,210.0,CLASSIC
16417,61.82441694444444,233.0,CLASSIC
16433,9.14671222222222,44.0,CLASSIC
16436,18.529149722222225,76.0,CLASSIC
16458,77.07954694444444,188.0,CLASSIC
16463,5.3766625,13.0,CLASSIC
16469,18.78899305555556,72.0,CLASSIC
16477,40.82810888888889,117.0,CLASSIC
16479,18.0653475,85.0,CLASSIC
16492,19.643122500000004,85.0,CLASSIC
16498,20.854791111111112,99.0,CLASSIC
16511,40.404560277777776,158.0,CLASSIC
16512,33.256140555555554,133.0,CLASSIC
16515,59.071825,219.0,CLASSIC
16519,21.60758777777778,89.0,CLASSIC
16529,36.32586583333334,135.0,CLASSIC
16534,22.909625277777774,108.0,CLASSIC
16543,40.457211666666666,139.0,CLASSIC
16544,57.959490277777775,207.0,CLASSIC
16545,40.76755416666668,144.0,CLASSIC
16547,57.46661722222223,195.0,CLASSIC
16553,21.296528055555555,82.0,CLASSIC
16580,70.96985694444444,272.0,CLASSIC
16590,40.91280305555556,106.0,CLASSIC
16591,33.351664166666666,112.0,CLASSIC
16604,26.43624722222222,108.0,CLASSIC
16607,23.776025000000004,59.0,CLASSIC
16616,16.251205,57.0,CLASSIC
16622,37.06011833333333,160.0,CLASSIC
16628,64.34569555555555,235.0,CLASSIC
16632,41.58919194444444,133.0,CLASSIC
16641,6.575015555555556,18.0,CLASSIC
16650,39.82932694444444,169.0,CLASSIC
16660,25.396827777777776,95.0,CLASSIC
16663,22.721631111111112,74.0,CLASSIC
16667,34.00512166666667,132.0,CLASSIC
16671,51.293776666666666,192.0,CLASSIC
16689,53.26705833333333,204.0,CLASSIC
16694,37.80522444444444,142.0,CLASSIC
16702,21.97989583333333,59.0,CLASSIC
16749,11.869661944444443,43.0,CLASSIC
16757,75.03536472222223,245.0,CLASSIC
16760,48.117777777777775,164.0,CLASSIC
16765,19.09202416666667,63.0,CLASSIC
16778,28.54346305555556,100.0,CLASSIC
16782,51.22279777777777,175.0,CLASSIC
16799,10.553159444444445,39.0,CLASSIC
16801,60.190260277777774,198.0,CLASSIC
16803,27.882968611111107,133.0,CLASSIC
16806,17.899165833333335,96.0,CLASSIC
16812,23.627338055555555,89.0,CLASSIC
16814,45.92375888888889,146.0,CLASSIC
16827,45.299105,137.0,CLASSIC
16830,39.29934833333333,124.0,CLASSIC
16839,55.10569222222223,200.0,CLASSIC
16852,49.278049444444434,172.0,CLASSIC
16853,45.35051027777778,156.0,CLASSIC
16856,17.717410833333332,55.0,CLASSIC
16871,50.852755,148.0,CLASSIC
16874,16.148717222222224,57.0,CLASSIC
16886,12.097228333333332,44.0,CLASSIC
16890,51.55296388888889,189.0,CLASSIC
16908,62.14600472222222,253.0,CLASSIC
16914,68.219485,226.0,CLASSIC
16926,54.29393,216.0,CLASSIC
16929,48.20970805555555,164.0,CLASSIC
16932,62.51104333333333,233.0,CLASSIC
16941,38.28550388888889,145.0,CLASSIC
16944,46.98008472222223,193.0,CLASSIC
16957,46.57152027777778,171.0,CLASSIC
16973,9.86073861111111,40.0,CLASSIC
16979,54.04206583333333,204.0,CLASSIC
16987,13.723524166666667,69.0,CLASSIC
16990,3.976355277777778,26.0,CLASSIC
16991,3.417836666666666,13.0,CLASSIC
16996,27.35369777777777,65.0,CLASSIC
17001,64.34148861111112,185.0,CLASSIC
17002,25.97054361111111,115.0,CLASSIC
17003,16.45689361111111,62.0,CLASSIC
17011,42.02918222222223,154.0,CLASSIC
17019,78.95603777777777,250.0,CLASSIC
17024,34.70500472222222,143.0,CLASSIC
17029,27.19653833333333,105.0,CLASSIC
17031,41.910428333333336,134.0,CLASSIC
17035,20.23313638888889,83.0,CLASSIC
17055,65.414875,255.0,CLASSIC
17059,10.478088888888887,42.0,CLASSIC
17062,41.095180000000006,135.0,CLASSIC
17067,46.87403388888889,118.0,CLASSIC
17081,55.77499333333333,225.0,CLASSIC
17082,27.162172500000004,100.0,CLASSIC
17085,99.45465527777776,203.0,CLASSIC
17090,40.85058416666666,165.0,CLASSIC
17092,59.44122611111112,188.0,CLASSIC
17114,27.562096944444445,95.0,CLASSIC
17121,64.15277361111112,237.0,CLASSIC
17123,35.154150277777774,126.0,CLASSIC
17126,27.915096944444446,127.0,CLASSIC
17129,50.3359525,188.0,CLASSIC
17135,51.08484222222223,207.0,CLASSIC
17141,33.883325,111.0,CLASSIC
17154,68.7769713888889,242.0,CLASSIC
17157,25.633792222222223,106.0,CLASSIC
17165,41.47334333333333,154.0,CLASSIC
