bike_number,bike_model,accumulated_hours_past,total_trips_past
15605,CLASSIC,7.918208611111111,34
15608,CLASSIC,11.848046111111112,42
15613,CLASSIC,16.693538888888888,53
15624,CLASSIC,4.080286666666667,16
15642,CLASSIC,1.6433247222222223,8
15643,CLASSIC,7.366256666666667,21
15649,CLASSIC,5.307832222222222,23
15676,CLASSIC,10.81673,36
15678,CLASSIC,10.22183361111111,40
15685,CLASSIC,4.123339166666667,14
15729,CLASSIC,2.220416388888889,11
15735,CLASSIC,2.7107794444444444,13
15752,CLASSIC,4.480956944444444,15
15773,CLASSIC,16.92914027777778,34
15776,CLASSIC,8.908825833333333,36
15781,CLASSIC,8.26441,34
15782,CLASSIC,6.430403611111111,25
15785,CLASSIC,1.4164319444444444,6
15791,CLASSIC,6.973430555555556,29
15797,CLASSIC,20.627292222222223,30
15811,CLASSIC,5.652487777777778,26
15818,CLASSIC,6.079167777777778,29
15824,CLASSIC,3.6925869444444444,15
15834,CLASSIC,6.782773611111111,22
15840,CLASSIC,17.62130638888889,60
15845,CLASSIC,8.64583,36
15851,CLASSIC,11.478873333333333,30
15852,CLASSIC,3.0544466666666668,13
15857,CLASSIC,4.446965277777778,15
15867,CLASSIC,11.862140555555555,42
15871,CLASSIC,4.757949166666667,23
15875,CLASSIC,6.0960463888888885,24
15890,CLASSIC,1.5242363888888888,7
15910,CLASSIC,5.124591111111111,27
15915,CLASSIC,5.893598055555556,23
15935,CLASSIC,6.147083611111111,30
15948,CLASSIC,7.071834166666667,35
15953,CLASSIC,9.101221666666666,31
15956,CLASSIC,4.3016652777777775,19
15959,CLASSIC,7.210227222222222,23
15969,CLASSIC,6.993989444444445,31
15970,CLASSIC,9.301253611111111,36
15977,CLASSIC,5.228453888888889,18
16013,CLASSIC,3.830406111111111,17
16022,CLASSIC,4.201632222222222,20
16034,CLASSIC,22.63614722222222,33
16035,CLASSIC,13.842256666666668,44
16050,CLASSIC,6.120930833333333,28
16071,CLASSIC,0.99002,6
16073,CLASSIC,9.25748861111111,39
16079,CLASSIC,11.859409444444445,44
16104,CLASSIC,12.391837777777777,46
16118,CLASSIC,9.622496111111111,42
